the_geom,Latitude,Longitude,Location,Name,Quantity,Type
POINT (-87.671362 41.903122999999994),41.903123,-87.671362,1735-1737 West Division Street,1735 W Division,1,Type B
POINT (-87.649578 41.941472999999995),41.941473,-87.649578,3250 North Halsted Street,3246 North Halsted Street - Steamworks,2,Type B
POINT (-87.6791 41.969618),41.969618,-87.6791,4835 North Damen Avenue,Alapash New Home,2,Type B
POINT (-87.75806683 41.93858733),41.93858733,-87.75806683,5233 W Belmont,La Michocoana,1,Decorative
POINT (-87.67873099999998 41.967794000000005),41.967794,-87.678731,4727 North Damen Avenue,4727 N Damen Ave,2,Type B
POINT (-87.72102999999998 41.85264200000001),41.852642,-87.72103,3820 Ogden Ave,"Principle Barbers Barbershop, 3820 Ogden Ave",2,Type B
POINT (-87.63452076999998 41.90940598),41.90940598,-87.63452077,1505 N Wells St,Burton Place Park,1,Decorative
POINT (-87.76791153999999 41.93119695999999),41.93119696,-87.76791154,5645 W. Diversey Avenue,Nancy's Beauty Shop,1,Type B
POINT (-87.64116999999999 41.88338),41.88338,-87.64117,111 N Clinton,111 N Clinton,1,Type B
POINT (-87.71332299999999 41.924654),41.924654,-87.713323,3431 W. Fullerton,Spirit Tea,1,Type B
POINT (-87.673006 41.946259999999995),41.94626,-87.673006,3537-3541 North Lincoln Avenue,"Black Hearts Hair House, 3535 N Lincoln Ave",1,Type B
POINT (-87.69246399999999 41.974434),41.974434,-87.692464,5110-5112 North Lincoln Avenue,5108 N Lincoln Ave,2,Decorative
POINT (-87.75531639 41.888583669999996),41.88858367,-87.75531639,423 N Laramie Ave,Austin Harvest,1,Type B
POINT (-87.60396799999998 41.736995),41.736995,-87.603968,814-822 East 87th Street,820 East 87th Street - Strip Mall,1,Type B
POINT (-87.649055 41.916017999999994),41.916018,-87.649055,800 W. Wisconsin,Park no. 535,1,Type B
POINT (-87.72773999999998 41.958105),41.958105,-87.72774,4226 N Pulaski,4226 N Pulaski,1,Type B
POINT (-87.639108 41.917995),41.917995,-87.639108,1950 North Sedgwick Street,Dream Town Realty,1,Type B
POINT (-87.64294699999999 41.70516099999999),41.705161,-87.642947,10354 South Halsted Street,10354 South Halsted Street - Subway,1,Type B
POINT (-87.70533899999998 41.935567),41.935567,-87.705339,2956 North Albany Avenue,Small Bar Logan Square,1,Type B
POINT (-87.678937 41.970206),41.970206,-87.678937,4847 North Damen Avenue,One Key Yoga- 4845 N Damen,2,Type B
POINT (-87.69304791 41.93874688999999),41.93874689,-87.69304791,3130 N Rockwell,Gild Row,1,Corral
POINT (-87.663551 41.74271499999998),41.742715,-87.663551,8300-8310 South Ashland Avenue,8302 South Ashland Avenue - Wendy's,1,Type B
POINT (-87.65764299999998 41.85759699999999),41.857597,-87.657643,1808 S Allport St,"606 Records, 1808 S Allport St",1,Type B
POINT (-87.53548761 41.70626880999999),41.70626881,-87.53548761,10400 S Ewing,Law Office,1,Type B
POINT (-87.71572685999999 41.85893803),41.85893803,-87.71572686,3615 W. 16th,Dvorak School,1,Type B
POINT (-87.61076299999999 41.707554),41.707554,-87.610763,512 East 103rd Street,512 East 103rd Street - Judi's Sports Bar,1,Type B
POINT (-87.647608 41.85813099999999),41.858131,-87.647608,818 W. 18th,Barkers Barbershop,2,Type B
POINT (-87.69149699999998 41.910527),41.910527,-87.691497,2536 W. North Ave,2536 W. North Ave,1,Type B
POINT (-87.630691 41.894606),41.894606,-87.630691,77 West Huron Street,West77 Apartments,1,Type B
POINT (-87.655987 41.928808),41.928808,-87.655987,1059 West Wrightwood Avenue,The Wrightwood Tap /Tavern 57,1,Type B
POINT (-87.721446 41.92431899999999),41.924319,-87.721446,3751 West Fullerton Avenue,L'Patron Tacos,2,Type B
POINT (-87.69810999999999 41.89541899999998),41.895419,-87.69811,2833-2839 West Chicago Avenue,Chicago Patchwork Farms,1,Type B
POINT (-87.649406 41.735569999999996),41.73557,-87.649406,1015-1025 West 87th Street,1015 West 87th Street - Mr. Bubble's Laundromat,1,Type B
POINT (-87.64632999999999 41.845343),41.845343,-87.64633,798 W. 26th St,CTA Bus Stop & Apartments,1,Type B
POINT (-87.72351 41.939173),41.939173,-87.72351,3751 W. Belmont,"3751 W. Belmont, Di Vita's",1,Type B
POINT (-87.63659099999998 41.89584),41.89584,-87.636591,314 West Superior Street,314 W Superior St,7,Type B
POINT (-87.64969299999998 41.94492699999999),41.944927,-87.649693,3448 North Halsted,3448 North Halsted - Halsted Smoke Shop,1,Type B
POINT (-87.70897416 41.85855784999999),41.85855785,-87.70897416,1615 S. Christiana Ave,North Lawndale College Prep,3,Type B
POINT (-87.602443 41.764060999999984),41.764061,-87.602443,7200 South Ingleside Avenue,7200 South Ingleside Avenue - Gary Comer Youth Center,2,Type B
POINT (-87.664969 41.808474),41.808474,-87.664969,4700 S. Ashland,4700 S. Ashland,1,Type B
POINT (-87.65159899999999 41.907916),41.907916,-87.651599,1460 N. Kingsbury,Off Color Brewing Taproom,2,Type B
POINT (-87.628678 41.855543000000004),41.855543,-87.628678,1935 S Archer Ave,"Intrigue Dance, 1935 S Archer Ave.",2,Type B
POINT (-87.629319 41.88899299999999),41.888993,-87.629319,33 West Kinzie Street,Bar Louie,1,Type B
POINT (-87.62458299999999 41.865981),41.865981,-87.624583,1250 South Michigan Avenue,1250 S. Michigan,2,Type B
POINT (-87.66369 41.854723),41.854723,-87.66369,2011 S. Laflin,2011 S. Laflin,1,Corral
POINT (-87.657293 41.947765999999994),41.947766,-87.657293,3620-3628 North Clark Street,"West Town Bakery & Tap, 3626 N Clark St",1,Type B
POINT (-87.627393 41.886466000000006),41.886466,-87.627393,1 East Wacker Drive,Kemper Building,1,Type B
POINT (-87.64951999999998 41.895529),41.895529,-87.64952,846-850 W Superior St,846-850 W Superior St,2,Type B
POINT (-87.61715299999999 41.892253000000004),41.892253,-87.617153,423 East Ohio Street,429 East Grand Avenue,1,Type B
POINT (-87.552046 41.729754),41.729754,-87.552046,9100 South Commercial Avenue,9100 South Commercial Avenue - Dunkin Donuts,1,Type B
POINT (-87.67506799999998 42.01),42.01,-87.675068,1767-1775 West Greenleaf Avenue,"Rogers Park Metra, North Entrance",2,Type B
POINT (-87.65558299999998 41.858216999999996),41.858217,-87.655583,1156 West 18th Street,La Vaca or Josefina's Bakery-1156 W 18th Street,1,Type B
POINT (-87.63090399999999 41.883458999999995),41.883459,-87.630904,118 North Clark Street,118 North Clark Street,1,Type B
POINT (-87.62547 41.895285),41.895285,-87.62547,711 North Rush Street,Saks Fifth Avenue,2,Type B
POINT (-87.748152 41.95412400000001),41.954124,-87.748152,"4021 N. Milwaukee, Jimmy Johns","4021 N. Milwaukee, Jimmy Johns",1,Type B
POINT (-87.641007 41.66261699999999),41.662617,-87.641007,12719-12721 South Halsted Street,12723 South Halsted Street - R&R Computers,1,Type B
POINT (-87.642198 41.676133),41.676133,-87.642198,11956-11958 South Halsted Street,11956 South Halsted Street - Soul Restaurant,1,Type B
POINT (-87.626334 41.894645999999995),41.894646,-87.626334,65 East Huron Street,"St. James Cathedral, Wabash and Huron Streets",3,Type B
POINT (-87.63267799999998 41.845786),41.845786,-87.632678,218 West 26th Street,"Heritage Museum of Asian Art, 218 W 26th St",2,Type B
POINT (-87.65948899999998 41.983821999999996),41.983822,-87.659489,1134 West Bryn Mawr Avenue,Salon Echo,1,Type B
POINT (-87.74713001999999 41.9424235),41.9424235,-87.74713002,4803 W Roscoe St,Poncitlan Five,1,Type B
POINT (-87.690039 42.019532),42.019532,-87.690039,7583 N. Western,"Howard & Western, Strip Mall/CTA Bus",3,Decorative
POINT (-87.74731299999999 41.95382),41.95382,-87.747313,4018 N. Cicero Ave,4018 N. Cicero Ave,1,Type B
POINT (-87.72984359999998 41.85602185),41.85602185,-87.7298436,4217 W. 18th,Roswell B. Mason Elementary,4,Type B
POINT (-87.78497987 41.922580359999984),41.92258036,-87.78497987,6352 W Grand Ave,Safer Foundation,1,Type B
POINT (-87.693722 41.895455),41.895455,-87.693722,2641-2653 West Chicago Avenue,Que4 Gallery,2,Type B
POINT (-87.622245 41.889604999999996),41.889605,-87.622245,411 North City front Plaza Drive,City front Plaza Dr - Area between NBC Tower and Gleacher Center,2,Type B
POINT (-87.70720899999999 41.91755199999999),41.917552,-87.707209,3200 West Armitage Avenue,"Moonlighter, 3200 West Armitage Avenue",2,Type B
POINT (-87.68931699999999 41.895867),41.895867,-87.689317,2500 W Chicago Ave,"Split-Rail, 2500 W Chicago Ave",1,Type B
POINT (-87.81241341999998 41.97844403),41.97844403,-87.81241342,5424 N. Oketo Ave,"Oriole Park School, 5424 N. Oketo Ave",5,Type B
POINT (-87.77592069 41.93145544999999),41.93145545,-87.77592069,2801 N Austin Avenue,2801 N Austin Avenue,1,Type B
POINT (-87.626722 41.88733799999999),41.887338,-87.626722,316 North Wabash Avenue,Wabash Riverwalk Entrance,2,Type B
POINT (-87.683935 41.95252000000001),41.95252,-87.683935,3900-3922 North Leavitt Street,"St Benedict Parish & Schools, 3900 N. Leavitt",4,Type B
POINT (-87.72813599999999 41.941398),41.941398,-87.728136,3330 North Milwaukee Avenue,"3330 N. Milwaukee Ave, Nation College",1,Type B
POINT (-87.72021683999999 41.924675459999996),41.92467546,-87.72021684,3720 W. Fullerton Avenue,3720 W. Fullerton Avenue,1,Type B
POINT (-87.64504299999999 41.884839),41.884839,-87.645043,656-658 West Randolph Street,656 W. Randolph St.,1,Type B
POINT (-87.716835 41.842673),41.842673,-87.716835,2655-2659 South Lawndale Avenue,New Life Community Church - 2657 S Lawndale Ave (on 27th St),2,Type B
POINT (-87.67538299999998 41.84895900000001),41.848959,-87.675383,2402-2404 South Blue Island Avenue,Raymond's #2,1,Type B
POINT (-87.708622 41.962237),41.962237,-87.708622,4432 North Kedzie Avenue,4432 North Kedzie Avenue - a.favorite design,1,Type B
POINT (-87.62321099999998 41.899491),41.899491,-87.623211,909 North Michigan Avenue,The Westin,1,Type B
POINT (-87.649556 41.949606),41.949606,-87.649556,3714 North Halsted Street,3714 North Halsted Street - Chase Bank,1,Type B
POINT (-87.596634 41.736262999999994),41.736263,-87.596634,1111-1135 East 87th Street,"1111 East 87th Street, Strip Mall",1,Type B
POINT (-87.654759 41.883786),41.883786,-87.654759,122 North Aberdeen Street,"West Loop Branch, Chicago Public Library",3,Type B
POINT (-87.689394 41.970855),41.970855,-87.689394,4912 North Western Avenue,Chicago Printmakers Collaborative at 4912 N. Western Avenue,1,Type B
POINT (-87.63827 41.90863999999999),41.90864,-87.63827,1435 North Sedgwick Street,1435 N Sedgwick Street,2,Type B
POINT (-87.659556 41.881045),41.881045,-87.659556,57 S. Throop St,57 S. Throop St,2,Type B
POINT (-87.64145258999999 41.836613349999986),41.83661335,-87.64145259,3151 S. Wallace,"3151 S. Wallace, Bar",1,Type B
POINT (-87.660931 42.000306),42.000306,-87.660931,6474 North Sheridan Road,"The Morgan/Restaurants, 6474 N. Sheridan Rd.",1,Type B
POINT (-87.66959799999998 41.992895999999995),41.992896,-87.669598,6101 North Clark Street,"6101 N. Clark St, Pilates Chicago",2,Type B
POINT (-87.69981108999998 41.87091687),41.87091687,-87.69981109,2935 W. Polk,Manley Career Academy,2,Type B
POINT (-87.66858499 41.97625218000001),41.97625218,-87.66858499,1512 W Foster Ave,1512 W Foster Ave,1,Type B
POINT (-87.74905519999999 41.938750500000005),41.9387505,-87.7490552,4851 W. Belmont Ave,"Dunkin' Donuts, 4851 W. Belmont Ave",1,Type B
POINT (-87.675279 41.983318999999995),41.983319,-87.675279,1811 W. Bryn Mawr Ave,"1811 W. Bryn Mawr Ave, Music Direct",1,Type B
POINT (-87.665882 41.903703000000014),41.903703,-87.665882,1514-1520 West Division Street,Studio Gang Architects,2,Type B
POINT (-87.700601 41.960983999999996),41.960984,-87.700601,2853 West Montrose Avenue,Dovetail Studios,2,Type B
POINT (-87.708703 41.967814999999995),41.967815,-87.708703,4738 North Kedzie Avenue,4738 North Kedzie Avenue - Al Khyam Bakery & Grocery,2,Type B
POINT (-87.666841 41.808787),41.808787,-87.666841,1644 West 47th Street,Floreria (El Mercado La Candelaria)-1648 W. 47th Street,1,Type B
POINT (-87.62254899999999 41.896445),41.896445,-87.622549,211 East Chicago Avenue,211 East Chicago Avenue - American Dental Association,3,Type B
POINT (-87.666846 41.889744),41.889744,-87.666846,431 North Ashland Avenue,"Burnt City, 417 N. Ashland",4,Type B
POINT (-87.682151 41.910544),41.910544,-87.682151,2156-2158 West North Avenue,"2157 W. North Ave, Cerveza Fria",1,Decorative
POINT (-87.654972 41.961504999999995),41.961505,-87.654972,4350 N. Broadway,4350 N. Broadway,1,Type B
POINT (-87.65925199999998 41.93725500000001),41.937255,-87.659252,3030-3034 North Racine Avenue,Will's Northwoods; 3030 N Racine Ave,2,Type B
POINT (-87.67772799999999 41.976239),41.976239,-87.677728,1930 West Foster Avenue,K's Dugout,1,Type B
POINT (-87.654534 41.95401199999999),41.954012,-87.654534,3948 N. Sheridan,"Howard Brown Health Counseling Center, 3948 N. Sheridan",1,Type B
POINT (-87.727556 41.959233),41.959233,-87.727556,4324-4326 North Elston Avenue,Office/Medical Building,1,Type B
POINT (-87.66340099999998 42.01305),42.01305,-87.663401,7138 N. Sheridan,"Sheridan & Toughy, Gas Station/ 147 CTA Bus",1,Decorative
POINT (-87.636436 41.67781199999999),41.677812,-87.636436,545 West 119th Street,545 West 119th Street - Bunnyland Day Care,1,Type B
POINT (-87.65453899999999 41.855834),41.855834,-87.654539,1925 South May Street,1925 S May St,1,Type B
POINT (-87.55033499999999 41.725607999999994),41.725608,-87.550335,9308 South  Chicago Avenue,9308 South  Chicago Avenue - USPS,1,Type B
POINT (-87.658585 41.893938),41.893938,-87.658585,1250 W Erie St,"1250 W Erie St, Ogden International School of Chicago",5,Type B
POINT (-87.70751699999998 41.910299999999985),41.9103,-87.707517,3216 West North Avenue,3216 West North Avenue,1,Type B
POINT (-87.71726899999999 41.928467999999995),41.928468,-87.717269,3600 West Wrightwood Avenue,"3600 W Wrightwood Ave, Chicago IL 60647",1,Type B
POINT (-87.71107399999998 41.93097099999999),41.930971,-87.711074,2746-2756 North Milwaukee Avenue,Dill Pickle Food Co-op,2,Type B
POINT (-87.660847 41.94735),41.94735,-87.660847,1242 West Addison Street,Missio Dei Chicago - 1242 W Addison,1,Type B
POINT (-87.674721 41.90322799999999),41.903228,-87.674721,1148 N. Honore,LaSalle II Magnet School,8,Type B
POINT (-87.76369347999999 41.99780998),41.99780998,-87.76369348,6411 N. Central,6411 N. Central,1,Type B
POINT (-87.80211338999999 41.98012149),41.98012149,-87.80211339,6954 W.	Higgins Avenue,6954 W.	Higgins Avenue,1,Type B
POINT (-87.71838022 41.858991409999994),41.85899141,-87.71838022,3714 W. 16th,New Barber/Hair Salon,1,Type B
POINT (-87.667365 41.89879199999999),41.898792,-87.667365,947 N. Ashland Ave,"BACI Salon, 947 N. Ashland Ave",1,Type B
POINT (-87.632165 41.85383499999999),41.853835,-87.632165,2100 South Wentworth Avenue,"Chicago Public Library, Chinatown Branch- 2100 S. Wentworth Ave",5,Type B
POINT (-87.68195299999998 41.70395200000001),41.703952,-87.681953,10418 South Western Avenue,Fit Code,2,Type B
POINT (-87.699543 41.899383),41.899383,-87.699543,1000 North Francisco Avenue,1000 N Francisco Ave,1,Type B
POINT (-87.703496 41.932176999999996),41.932177,-87.703496,3022 West Diversey Avenue,"Four Letter Word Coffee, 3022 W. Diversey Ave",1,Type B
POINT (-87.701518 41.89627900000001),41.896279,-87.701518,2950 W. Grand,First Ascent Climbing Gym,1,Type B
POINT (-87.62774999999999 41.887154999999986),41.887155,-87.62775,State St & Wacker Dr,Riverwalk Entrance 3,2,Type B
POINT (-87.712313 41.917148000000005),41.917148,-87.712313,3407-3409 West Armitage Avenue,"Busy Beaver Button CO, 3407 W Armitage",1,Type B
POINT (-87.679361 41.891229),41.891229,-87.679361,511 North Hoyne Ave,511 North Hoyne Ave,1,Type B
POINT (-87.660738 41.97481400000001),41.974814,-87.660738,1216-1220 West Carmen Avenue,Carmen Playlot Park and/or Tree House Humane Society,1,Type B
POINT (-87.65860899999998 41.899848999999996),41.899849,-87.658609,1250 W. Augusta Blvd,"Site/Less, 1250 W. Augusta Blvd.",1,Type B
POINT (-87.557209 41.752034),41.752034,-87.557209,2730-2734 East 79th Street,2732 East 79th Street - HayGood Looking Barber,1,Type B
POINT (-87.663614 41.92782699999999),41.927827,-87.663614,2524 North Southport Avenue,The Monkey's Paw,1,Type B
POINT (-87.645533 41.76858299999999),41.768583,-87.645533,6907-6909 South Green Street,"Kusanya Cafe, 825 W 69th St.",2,Type B
POINT (-87.67513699999999 41.930057999999995),41.930058,-87.675137,2657-2659 North Clybourn Avenue,32nd Ward Office,1,Type B
POINT (-87.70573299999998 41.883261000000005),41.883261,-87.705733,111 North Kedzie Avenue,111 Food & Liquors,1,Type B
POINT (-87.68323499999998 41.961027),41.961027,-87.683235,4353 North Lincoln Avenue,Lou Malnati's Pizzeria,4,Type B
POINT (-87.535276 41.70037800000001),41.700378,-87.535276,10716 S Ewing,Grinker and Garcia,1,Type B
POINT (-87.703203 41.943076000000005),41.943076,-87.703203,3401 North Elston Avenue,4011 N Elston,1,Type B
POINT (-87.704851 41.917644),41.917644,-87.704851,3060-3062 West Armitage Avenue,3060 W. Armitage Ave,1,Type B
POINT (-87.66623897999999 41.81234302999999),41.81234303,-87.66623898,4459 S. Marshfield Avenue,Plant Chicago,5,Type B
POINT (-87.71446999999999 41.84412399999999),41.844124,-87.71447,3555 West 26th Street,Supermercado/Taqueria La Chiquita-3555 W 26th Street,1,Type B
POINT (-87.66522199999999 41.994507999999996),41.994508,-87.665222,1420 W. Granville,St Gertrude's,3,Type B
POINT (-87.62478 41.898965999999994),41.898966,-87.62478,876 North Michigan Avenue,Fourth Presbyterian Church of Chicago,4,Type B
POINT (-87.693255 41.954609),41.954609,-87.693255,4022 N. Rockwell St.,4022 N. Rockwell St.,2,Type B
POINT (-87.62908599999999 41.880071),41.880071,-87.629086,111 South Dearborn Street,111 South Dearborn Street,2,Type B
POINT (-87.70633323 41.95161205),41.95161205,-87.70633323,3121 W. Byron,Grover Cleveland Elementary,3,Type B
POINT (-87.71914500000001 41.93589),41.93589,-87.719145,3018-3020 North Milwaukee Avenue,Danny's,1,Type B
POINT (-87.649917 41.953643),41.953643,-87.649917,3933 North Broadway,3933 North Broadway - Harold's Chicken,1,Type B
POINT (-87.668486 41.97863999999999),41.97864,-87.668486,5316-5318 North Clark Street,Very busy business district! nowhere to park!,1,Type B
POINT (-87.716696 41.931732999999994),41.931733,-87.716696,3549 West Diversey Avenue,"Basic Studios, 3551 W. Diversey",1,Type B
POINT (-87.66133299999998 41.73605800000001),41.736058,-87.661333,1516 West 87th Street,1516 West 87th Street - Hair Salon,1,Type B
POINT (-87.76524434 41.938692299999985),41.9386923,-87.76524434,5528 W Belmont Ave,Commercial stirp,1,Decorative
POINT (-87.687142 41.86661899999999),41.866619,-87.687142,2431 W. Roosevelt,Chicago Hope Cafe,1,Corral
